handle,time,tweets
Fender,1/8/2019 17:57,"@Furdog_08 The Rumble 40 Studio and Rumble 800 Stage bass amplifiers use this technology, check out the demo here: https://t.co/OaFSI1Qii3"
Fender,1/8/2019 17:53,@RyanHicks306 Wow!
Fender,1/8/2019 17:50,@RiaanSmiley Looking fresh for 2019!
Fender,1/8/2019 17:35,@CRAVE_Guitars Whoa 💀
Fender,1/8/2019 17:20,@JonBooth79 Understandably 😎
Fender,1/8/2019 16:00,"Feeling ""bright"" on this #TeleTuesday? How about you? 

Photo: @holliestudio (Instagram) https://t.co/tFk7z4KJfe"
Fender,1/7/2019 21:00,"Trying to master palm muting? Check out three key steps to locking the technique down.

https://t.co/6TZi5oU84G… https://t.co/y8zIxjTrse"
Fender,1/7/2019 17:50,@tonybowenmusic We are sorry to hear about your experience. Our Consumer Relations will do their best to help! You… https://t.co/Bny7S6NkFP
Fender,1/7/2019 17:49,@cambridgekeith 😍nice collection!
Fender,1/7/2019 16:00,"How do you dial in your Hot Rod amp? If you're looking for some EQ references, check out our Hot Rod EQ Guide!… https://t.co/3JrImF3wys"
Fender,1/6/2019 20:00,Just got a new Mustang GT or Rumble amp? Check out our guide to keeping your amp firmware up-to-date.… https://t.co/xjeCQFJbSc
Fender,1/6/2019 16:00,"Who else can't stop watching this headstock get painted? 

Repost: @jaypaintsprayer , #FenderCustomShop https://t.co/LLjncjxtbE"
Fender,1/5/2019 23:07,"RT @FretlessMonster: A quick soldering job and my Firm @Fender Fretless is happy again! Looking at my original 1983 wiring job, I wonder ho…"
Fender,1/5/2019 20:00,"So your new acoustic guitars' string already snapped and you don't know what to do? Don't worry, we've got you cove… https://t.co/Y4T6p5jpP1"
Fender,1/5/2019 16:00,"Happy birthday to Fender Signature Artist, @troyvanleeuwen! https://t.co/pxO5CoAExC"
Fender,1/4/2019 20:00,"Learn about Jimmy Page's iconic painted Telecaster:

https://t.co/W5Ui8lPR9y https://t.co/6urjhxmacW"
Fender,1/4/2019 19:36,@thetylerbryant @LarkinPoe We had no idea....
Fender,1/4/2019 19:36,"RT @thetylerbryant: When glam meets jam. 
Who knew that a hairdryer sounded so rad through a tele? ☠️ 
@Fender @LarkinPoe https://t.co/dzYP…"
Fender,1/4/2019 16:00,Did you know that using the Fender Tone app allows you to control the Mustang GT or Rumble bass amp from your smart… https://t.co/lU6Jp494Vm
Fender,1/3/2019 22:16,"RT @FretlessMonster: Inside the groove. Pic by Doro De Angeles
@Fender https://t.co/uU4eKjEaeM"
Fender,1/3/2019 20:00,Take a quick reading break to learn about the collaborative and guitar-driven writing process of Los Angeles'… https://t.co/aFUH9e1Ajr
Fender,1/3/2019 17:51,@francepierre Check out this link to see what the price is in your region 🤘https://t.co/I3E8NtWePq
Fender,1/3/2019 17:25,@masterofWah That'll happen when you play a good guitar 😎
Fender,1/3/2019 17:24,@mapplesyruppp Anytime!
Fender,1/3/2019 17:21,@JaketheFoxHusky They sure do 🤘
Fender,1/3/2019 17:18,@blackpoolboy500 Congrats!
Fender,1/3/2019 16:00,"Nothing like getting lost in a jam. How do you #PlaySomethingDifferent?  

https://t.co/jp3bCfvdPA 

ITP: CA Series… https://t.co/O4B3CxKeVp"
Fender,1/3/2019 0:07,@swiftusfunk Typing this reply 🎸
Fender,1/3/2019 0:05,@rkrgrrl Congrats! Happy playing! 🤘
Fender,1/3/2019 0:05,"@wpleary Sorry to hear about your experience, but our Consumer Relations team will do their best to help! You can c… https://t.co/Mz6TvMfDnx"
Fender,1/2/2019 23:58,@GuitarTwo Our website our your local music store! 🤘
Fender,1/2/2019 20:00,"So you want to start incorporating arpeggios into your playing? 

Here's some #WednesdayWisdom to get you started:… https://t.co/7CnMXPsqck"
Fender,1/1/2019 22:00,RT @demondaddy_: I’m so in love. Thank you @Fender  @4JimRoot https://t.co/K4f8kNrQ3y
Fender,1/1/2019 21:29,RT @carterj24397723: Love my new 1972 original @fender Thinline Telecaster. https://t.co/YVCdnkwc43
Fender,1/1/2019 21:20,"RT @Pabloamgarcia: Work, work, work, work 
@Fender  #bassVI #squierbyfender https://t.co/rOWpX144Rk"
Fender,1/1/2019 16:00,"Just in case you missed our 2018 Fender year in review, take a look at some of our favorite 2018 moments.… https://t.co/yjNIEKSaBX"
Fender,1/1/2019 16:00,Happy New Year! What's your resolution for 2019? https://t.co/nhE5O1jCtq
Fender,1/1/2019 1:00,#HappyNewYear to everyone around the world! 🍾 https://t.co/PYyOIwncCT
Fender,12/31/2018 21:19,Happy New Year! 🎉🥂 https://t.co/4FCnYu1Oql
Fender,12/31/2018 18:14,"RT @_Peccavimus: New 5-string squire p-bass. @Gibb_OU812 is the best boyfriend ever. 🎁♥️

@Fender https://t.co/KgsJkKKEPX"
Fender,12/31/2018 16:30,"New Year, New Skills, New Songs. Get an early start to the new year by playing your favorite songs with the ultimat… https://t.co/d9GgSOrXiT"
Fender,12/31/2018 0:08,RT @LanceShellz: Thank you @Fender for the strings! The @crutweets Conference in #Baltimore is about to be 🔥🔥🔥 https://t.co/bqTN87L6cq
Fender,12/30/2018 20:00,"2018 marked the 60th Anniversary of the Fender Jazzmaster. To commemorate this occasion, we spoke to Kevin Shields,… https://t.co/OU2wt3lUOI"
Fender,12/30/2018 16:00,"2019 is just around the corner, we're excited to share more great instruments with you. What are you looking forwar… https://t.co/GwuwrQMkMA"
Fender,12/30/2018 0:06,"@porkforest Not currently, but that's a good idea!"
Fender,12/29/2018 20:28,"RT @troyheff: It happens oh so rarely, so I'm very excited about NEW GUITAR DAY! @Fender @FenderCustom https://t.co/WhkQ0R8woI"
Fender,12/29/2018 20:00,Who else remembers this Road Cone Strat from NAMM 2018? #FenderCustomShop https://t.co/olhk6LSF5h
Fender,12/29/2018 16:01,"Thanks for checking out our 2018 Year in Review! What was your favorite Fender moment from this year?

Rewatch all… https://t.co/sW641oZvB4"
Fender,12/29/2018 0:21,"@BlechJasmin How about ""yes?"" 😎"
Fender,12/29/2018 0:20,@AllanJohnston8 That's a good mood
Fender,12/29/2018 0:19,"@challengerbud Might we suggest checking out this page? Good luck finding ""The One!""

https://t.co/SJcrFsjPW9"
Fender,12/29/2018 0:15,@paulluisdotca A tough choice indeed 🤔
Fender,12/29/2018 0:14,@Pabloamgarcia Bet it sounds as good as it looks 😎
Fender,12/29/2018 0:13,"@rob_haldron What a beauty! If you're looking for lessons, check out our online learning platform, Fender Play! https://t.co/k1LXgLs4tD 🤘"
Fender,12/28/2018 20:00,Check out the winning entry for the #FenderOriginalContest! Daniel walked 13 miles around Madrid to create the shap… https://t.co/npI9UAna4Q
Fender,12/28/2018 16:00,"Last but not least, we want to thank all of YOU who have made 2018 the best year for Fender yet! This year, over 15… https://t.co/dMCtRIG3Jd"
Fender,12/27/2018 22:00,".@flea333 and his Signature Active Jazz Bass are both forces of nature to be reckoned with, learn more about them h… https://t.co/0csjf7EgG8"
Fender,12/27/2018 20:00,"We can't help but be mesmerized by the checkerboard finish on this @timtimebomb Hellcat! 

Find this and others lik… https://t.co/4TFY5F2KmD"
Fender,12/27/2018 20:00,Check out the Eric Johnson (@EJUpClose) Signature Stratocaster Thinline next to his pedal board. We can't get enoug… https://t.co/MxaxW5O9Px
Fender,12/27/2018 20:00,#DYK that @GraceVanderWaal is the youngest Signature Artist in Fender history? Learn more about her two signature U… https://t.co/LcxEVwgos4
Fender,12/27/2018 20:00,Learn more about the @alberthammondjr Signature Stratocaster here: https://t.co/650ncFJCll https://t.co/mBGw67lIwf
Fender,12/27/2018 17:20,RT @mattrfreeman: On the rocks @Fender ✌☮🎸💜🔥 https://t.co/o7EG9cZQDl
Fender,12/27/2018 16:00,In 2018 Fender created 5 instruments that exemplify the unique style of players who changed the world with their mu… https://t.co/BgQaDoBeXb
Fender,12/26/2018 21:26,RT @ArturoLinares1: @Fender @Squier_Guitars still playing the hell out of it after 4 years. Here's a morning shot🌞 https://t.co/BTU0Ps4NJd
Fender,12/26/2018 20:53,RT @OneofusMichael: A dream came true today @Fender https://t.co/SmUcZjvQtY
Fender,12/26/2018 20:00,"Can't get that new guitar to stay in tune? It might need to be intonated, check out our easy set-up guide here:… https://t.co/tSm3fNqzm6"
Fender,12/26/2018 19:54,@BobbyLazer Our Consumer Relations will do their best to help! You can contact them at consumerrelations@fender.com or 1-844-202-0924.
Fender,12/26/2018 19:52,@SebBoucher97 Woo! Turn it up! 🤘
Fender,12/26/2018 19:52,@DavidPeake6 Happy playing! 👐
Fender,12/26/2018 19:44,@LaVaqueAudio Have fun!
Fender,12/26/2018 19:43,@beckywinterflo Congratulations! Happy playing!
Fender,12/26/2018 19:42,@JGCosmicGamer12 Happy playing! 🤘
Fender,12/26/2018 19:41,RT @m_rjoseph: Enjoying my new @Fender  Champion 100 Amp it sounds great. #fender https://t.co/edlKoyAPGo
Fender,12/26/2018 19:40,@cassiemurdoch 😍
Fender,12/26/2018 19:39,@fuckeruco Lovely!
Fender,12/26/2018 19:38,"@futurismatic Try what usually works best for your playing, and if it doesn't feel right try some other gauges. Have fun! 🤘"
Fender,12/26/2018 19:23,@yapjrl Congrats! Beautiful set!
Fender,12/26/2018 19:23,@artur_sobecki Of course! Happy playing!
Fender,12/26/2018 19:22,@rockymorrill Wow what a beauty!
Fender,12/26/2018 18:40,"RT @guitarcenter: Did you know? 2019 marks the 50th anniversary of the legendary @woodstockfest, held in Summer of '69. There, @JimiHendrix…"
Fender,12/26/2018 16:00,Did you get a new guitar during the holidays? Here's everything you need to know about your new gear!… https://t.co/b1ecaq3dfs
Fender,12/25/2018 18:00,"Can you play along to our ""Carol of the Bells"" mashup? #MerryChristmas 

https://t.co/HDohJN66Z6 https://t.co/O3c4pSFwZl"
Fender,12/25/2018 16:00,"It's a perfect day to play! Unwrap that new guitar, or break out that old favorite to tackle a new song on Fender P… https://t.co/6Rx2k1jsfr"
Fender,12/24/2018 20:00,#ICYMI check out this Double-neck Stratocaster from the #FenderCustomShop 🎸🎸 https://t.co/rbz4o5NPOh
Fender,12/24/2018 16:00,Take a look at a few of 2018's best Fender Custom Shop moments! What were some of your favorites? https://t.co/NQNHpAFVrq
Fender,12/23/2018 22:00,We had to share this awesome Sparkle-Burst #FenderCustomShop Telecaster with you 🤘 https://t.co/itLJs8h7Hf
Fender,12/23/2018 20:00,What's been popular for players around the world? Here are the Top 5 Songs learned through Fender Play in 2018. Wha… https://t.co/YVW69YOQ2r
Fender,12/23/2018 18:35,@tomwatson We really enjoyed their reactions too!
Fender,12/23/2018 16:00,"This year was full of Fender surprises, especially for Jim Root (@slipknot), @totally_tod, @john5guitarist, and… https://t.co/CP1BxGl20J"
Fender,12/23/2018 1:48,RT @joywave: Early 🎄 thank you @Fender!!!! https://t.co/Lu8sLwHON3
Fender,12/22/2018 22:00,"Take a look on the inside of the Fender Pugilist Distortion 🥊

https://t.co/Qk12vYyboh https://t.co/yKTNoTMm7r"
Fender,12/22/2018 18:11,"RT @SheShredsMag: With 22 frets, a smooth 2-point Vibrato System, and durable Alnico 5 single-coil pickups, the @Fender Player Series Strat…"
Fender,12/22/2018 16:00,"Happy birthday to @IronMaiden guitarist and Fender Signature Artist, Dave Murray! https://t.co/vW4vHmXdxU"
Fender,12/21/2018 21:15,It's all coming through to the mix. Take a look at the benefits of adding The Bends to your pedal board.… https://t.co/qYkuRiNlY5
Fender,12/21/2018 18:00,"Something to listen to and play along with during the holidays, the new @EricClapton 'HAPPY XMAS' album sets a new… https://t.co/GlSqDh1qx9"
Fender,12/21/2018 18:00,Get lost in the ambience of the Marine Layer Reverb. Learn all about it here: https://t.co/J1Z4zaWRIJ https://t.co/XjgEY5smsf
Fender,12/21/2018 16:00,"This year we introduced 9 new guitar pedals, each paired with a animation to match its unique tonality. Take a look… https://t.co/AhZsWgmYbh"
Fender,12/20/2018 22:11,RT @pablodylan: @Fender https://t.co/ppDgZMd34Z
Fender,12/20/2018 22:00,This year we added more than 10 new FX and amps to the Mustang GT 2.0 amplifier series. Explore a few of them here:… https://t.co/507oq3MvuJ
Fender,12/20/2018 21:00,"Continuing our amp highlights for 2018, check out our Hot Rod IV EQ Guide! Find 14 ways to dial in your Hot Rod amp… https://t.co/QryStLjhmD"
Fender,12/20/2018 20:00,"#DYK in 2018 the top downloaded presets for Mustang GT amps were: 

1. Acoustic Sim
2. Texas Clean
3. '70s Vibe
4.… https://t.co/ADMwc8nS7m"
Fender,12/20/2018 16:00,Let's take a look at the great Fender amplifier moments of 2018! Check out our YouTube playlist featuring demos of… https://t.co/SpU9TgD3g7
Fender,12/20/2018 0:01,@VionatriixIE Right on! Happy playing!
Fender,12/20/2018 0:00,"We loved shooting photos with @moaningmusic and the California Series Malibu Player in Aqua Splash 💧

Learn more ab… https://t.co/KjMqaizv3D"
Fender,12/19/2018 23:49,@INSA06420876 Happy playing!
Fender,12/19/2018 23:13,RT @APRICEOFFICIAL: Rehearsal in Toronto with my custom @Fender strat.. Just having some fun https://t.co/sq3NW6FGxc
Fender,12/19/2018 23:00,"We are enthralled by @thestarcrawler's raw, pure energy with the California Series Redondo Classic in Hot Rod Red M… https://t.co/YZzoKlBGM8"
Fender,12/19/2018 22:16,Look out for The Midnight Hour's takeover on our Instagram Stories later! Follow along on IG @fender https://t.co/N1Sc1AOgSb
Fender,12/19/2018 22:08,@APRICEOFFICIAL Sounding great!
Fender,12/19/2018 22:00,"Can't get enough of @Sextileband playing the California Series Newporter Player in Champagne. 

Learn more about th… https://t.co/tSHyNpnqcR"
Fender,12/19/2018 21:35,RT @SheShredsMag: The @Fender Player Series Stratocaster is keeping it classic with some contemporary updates. Read our latest review. http…
Fender,12/19/2018 21:00,"Take a look at some photos featuring @DRAEMINGS and the California Series acoustics. 

Shot by Alexis Gross   

Lea… https://t.co/cvFAegw9W1"
Fender,12/19/2018 20:00,"This year we introduced the world to the Fender California Series acoustic guitars. We asked @DearBoy,… https://t.co/bVb4H3IC6H"
Fender,12/19/2018 16:00,.@AdrianYounge's journey into the world of Fender basses started in the liner notes of his favorite records. Tracin… https://t.co/Rd8IXLsTAH
Fender,12/18/2018 23:21,"RT @rorygallagher: Rory jamming with 'Iceman' Albert Collins at the Paleo Folk Festival Nyon, Switzerland in 1983 @Fender https://t.co/ryCU…"
Fender,12/18/2018 23:00,"Happy birthday to @RollingStones guitarist and Telecaster icon, Keith Richards (@officialKeef). Read about his famo… https://t.co/G4F53EKo5T"
Fender,12/18/2018 18:18,RT @ramirezdavid: Huge thanks to @Fender for my beautiful Troublemaker. I’ve never had more fun playing a guitar. Pic by the talented @RICO…
Fender,12/18/2018 18:04,"RT @GuitarWorld: Behold, @Fender's new American Performer Series of guitars https://t.co/o1eVc9wGzz"
Fender,12/18/2018 17:12,"Announcing the #FenderWhiteElephantContest! To participate, post a festive Fender photo to your IG Stories by 11:59… https://t.co/GSULjUIDN4"
Fender,12/17/2018 22:30,"OK, we'll take an early #TeleTuesday https://t.co/4Ta1P9PUMv"
Fender,12/17/2018 20:00,"Check out a few incredible #FenderCustomShop finishes from earlier this year. 

https://t.co/oSt6W0h3RV https://t.co/eIsCWkrVs9"
Fender,12/17/2018 16:00,As the new year approaches we wanted to take a look back at all we did in 2018. For the next two weeks we'll be che… https://t.co/75BW1EaA1X
Fender,12/16/2018 22:00,RT @TheRealBast6: THANK YOU @Fender for bringing back Surf Green in the new Performer Series !!!
Fender,12/16/2018 20:00,"Fender Hot Rod appreciation time! Which one of these guitar amps is your favorite? 

https://t.co/R8jbx1KsLs https://t.co/8Zbk5Ym83F"
Fender,12/16/2018 16:00,"Do you have a home recording set up? What's in it? 

Pictured: Fender Player Series Stratocaster in Sage Green Meta… https://t.co/BBKbwJik2z"
Fender,12/15/2018 23:19,"RT @NeverArrested23: My wife just said the most beautiful thing I’ve ever heard. She said,”I want to buy you a custom @Fender bass guitar.”…"
Fender,12/15/2018 20:21,Whoa! This is SO cool! https://t.co/OZkpglXYgb
Fender,12/15/2018 20:00,"Happy #Straturday! Check out this gorgeous #Stratocaster from the #FenderCustomShop! 

https://t.co/Z1b51W3f94 https://t.co/kFWC10UuPl"
Fender,12/15/2018 18:46,RT @MichaelLeeHunt1: My #roadworn 50s ⁦@Fender⁩ Stratocaster 😍 https://t.co/7I5KR70sJo
Fender,12/15/2018 16:00,"Happy birthday to @ZZTop guitarist @BillyGibbons! 

Learn how to play ""La Grange"" with #FenderPlay here:… https://t.co/TeOhs8A8cv"
Fender,12/14/2018 20:00,"We like this signal chain, but how would you arrange your Fender #pedals? 

https://t.co/jSDRav25gD https://t.co/4QZWSGaYF5"
Fender,12/14/2018 18:15,RT @veloshelly: @Fender Got my anniversary Jazzmaster! Most beautiful guitar I have ever owned. https://t.co/Mimau1K4GP
Fender,12/14/2018 18:01,RT @MusicRadar: Hands-on demo: @Fender American Performer Series https://t.co/GJe5p8td8b
Fender,12/14/2018 16:00,"Who else is dreaming of doing this all weekend with their guitar? 

Pictured: #AmericanPro Telecaster Deluxe, Sonic… https://t.co/xxvfGS99bJ"
Fender,12/13/2018 23:15,@NeverArrested23 True love indeed
Fender,12/13/2018 20:27,@Schmazzy 💙💙💙
Fender,12/13/2018 20:26,@MrA_TaxTheBass @FenderGBI @BassPlayUnited @BassPlayerNow @BassGuitarMag @BassMusicianMag @iBassMag Nice shot!
Fender,12/13/2018 20:26,@arodweb Sounds great!
Fender,12/13/2018 20:18,@travisshumate 🤔
Fender,12/13/2018 20:18,"RT @MomAndPopMusic: In honor of an amazing 2018, we teamed up with @Fender &amp; @doNYC to give ONE lucky fan a chance to win a signed @TASHSUL…"
Fender,12/13/2018 20:00,#tbt to the Nine-Neck Guitar from NAMM in January. Can't wait to show you what's coming to @NAMM 2019! 🔥 https://t.co/Gkdm7W2Mx8
Fender,12/13/2018 18:11,"RT @FretlessMonster: Tour flashback from last week. Telling stories, checking earplugs, getting plectrum out of pocket. I’m a pretty good m…"
Fender,12/13/2018 16:00,Watch as #Fender Senior Product Development Manager Allen Abbassi walks through the new #ParallelUniverse '51… https://t.co/F4ZmPzqWFw
Fender,12/12/2018 20:06,Check out this beautiful sketch! Do you draw your Fender? https://t.co/LmU5umLW9e
Fender,12/12/2018 20:00,"Looking for ways to improve your tone? Here's a few to get started. 

https://t.co/SjhVz4PtQD https://t.co/8GMYwQ4o9Q"
Fender,12/12/2018 18:47,"RT @arodweb: Time to put some Flats on this beauty 🔥🎸❤️ .. #gratitude @Fender @drstrings @thewhole_pkg 
#fenderpbass #fenderroadworn #fende…"
Fender,12/12/2018 16:00,"What's your must-have music item for traveling?

Pictured: Fender Paramount Travel acoustic —… https://t.co/vClGznoEWc"
Fender,12/11/2018 20:00,"Happy #TeleTuesday! What are your thoughts on this Ocean Turquoise Elite Telecaster?

https://t.co/5pLU3HeEDU https://t.co/gutgBwBRVb"
Fender,12/11/2018 18:42,@arodweb Lovely finish! 😍
Fender,12/11/2018 18:41,@MichaelLeeHunt1 Beautiful!
Fender,12/11/2018 18:38,@wars256 😂
Fender,12/11/2018 18:37,@NME 🙌
Fender,12/11/2018 18:34,"@morningstar611 Check out the ""Parts"" section on https://t.co/l9akmQMToN"
Fender,12/11/2018 18:09,@veloshelly Congratulations! Happy playing!
Fender,12/11/2018 18:08,@AdrianYounge Groovy clip! Can't wait for the L.A. show!
Fender,12/11/2018 18:05,RT @FredTheFolkster: .@Fender #Telecaster guitars are the best guitars because you can make them twang or you can make them scream. They so…
Fender,12/11/2018 16:00,"As we near the end of its 60th anniversary, let's take another look at the one that started it all, the '58 Jazzmas… https://t.co/WGYYsf1ojy"
Fender,12/11/2018 1:03,RT @SkatingPolly: We did an acoustic session at @fender HQ today &amp; you can view it now in their Instagram story for the next 24 hours!!! ht…
Fender,12/11/2018 1:03,What's your favorite Fender neck shape? https://t.co/wdTJ4EdSN4
Fender,12/11/2018 1:02,@foulenglish Well then what does he consider himself?
Fender,12/10/2018 22:00,What motivates you to play new music? We sat down with @TogetherPangea's William Keegan to discuss his musical moti… https://t.co/vSmlVW4kj5
Fender,12/10/2018 20:35,"RT @ChiliPeppers: Learn more about the new Flea Signature Active Jazz Bass now at https://t.co/8PUn9B2Rao
@fender @flea333
https://t.co/BAA…"
Fender,12/10/2018 16:00,"All neck shapes are different, take a minute to look at a breakdown on the basic differences between them.… https://t.co/OEMx0Bx2Vk"
Fender,12/9/2018 20:00,"Intonating a guitar or bass can be a time-consuming task, but the basic principles behind it are actually pretty si… https://t.co/Ta0XH6iPE0"
Fender,12/9/2018 16:00,Can't get enough of @Johnny_Marr and his Signature Jaguar. Learn more about it at https://t.co/9NBqu9FZ8W. Tune in… https://t.co/dkGC2FW5WL
Fender,12/8/2018 21:50,"RT @eddiejurevics: Oh yeah, eve w/ @Fender 60th Anniversary American Standard Stratocaster 2014 #guitar https://t.co/3uc9MppqMl"
Fender,12/8/2018 20:00,"When the sun hits the headstock juuuust right ☀️😎

Pictured: Squier Contemporary Series Stratocaster https://t.co/0WvNAq23zv"
Fender,12/8/2018 16:00,A unique feature of the @alberthammondjr Signature Stratocaster is the customized pickup switching to his personal… https://t.co/FPnqxMHsId
Fender,12/7/2018 20:05,"In just under 24-hours, @Johnny_Marr will be taking our @Fender Instagram Stories to answer your questions! Comment… https://t.co/RXmXFW9hSU"
Fender,12/7/2018 20:00,Don't miss @thetylerbryant (@TBSHAKEDOWN) taking over our Instagram Stories today! Follow along @fender on Instagra… https://t.co/Oc4OwU7YyQ
Fender,12/7/2018 16:00,"Heading into the weekend like... 

Pictured: Player Series Stratocaster in Sage Green Metallic ➡️… https://t.co/15S200pWfD"
Fender,12/6/2018 20:00,"#tbt to the time Jim Root (@slipknot) tried the Parallel Universe Meteora with a blindfold on 🙈

Watch the full vid… https://t.co/qZBJg2t3hY"
Fender,12/6/2018 16:00,"Check out this stunning, purple sparkle Precision bass from the #FenderCustomShop! 😍 ✨

https://t.co/FD8UwX0kbJ https://t.co/1zqbt3AENc"
Fender,12/6/2018 1:00,"The American Performer Series elevates the standards of performance- grade instruments for artists, making delivery… https://t.co/H3hp4VnYAq"
Fender,12/6/2018 0:05,RT @Ant_gd: @fender #TeleTuesday #JimRoot https://t.co/t7hccvjYt2
Fender,12/5/2018 20:00,"Do you prefer active or passive pickups? How do they influence your tone? #WednesdayWisdom  

Take a moment to lear… https://t.co/beJPI9ccnp"
Fender,12/5/2018 16:00,"Getting lost in the Stratocaster sparkle ✨

Pictured: Squier Contemporary Series Stratocaster, Mustang GT https://t.co/5iAoLgU8OH"
Fender,12/4/2018 22:14,@themusiczoo @FenderCustom 😍
Fender,12/4/2018 19:30,"RT @R1Bobster: #teletuesday 1963 custom shop NOS, personalised with with maple fretboard &amp; green body ( my favourite guitar ,bought new in…"
Fender,12/4/2018 17:56,@john__rosevear 😂
Fender,12/4/2018 17:37,@ShawnZvara 🙌 if you're having fun that's all that matters!
Fender,12/4/2018 17:30,The Flea Signature Active Jazz Bass is an instrument of unusual power - just like its namesake. Co-designed with… https://t.co/D9zgaQKkCF
Fender,12/3/2018 22:00,"Thinking about making a move? Here 5 tips to move from guitar to bass. 

https://t.co/V8wb2bvfBz https://t.co/dKWudjjzkU"
Fender,12/3/2018 20:00,"Check out this awesome sparkle Stratocaster from the #FenderCustomShop! 

https://t.co/fBBzRAQDkm https://t.co/r4aWFPtCTI"
Fender,12/3/2018 16:00,"Take a listen to new Pre + Post effects for the Mustang GT. 2290 Delay and Greenbox Overdrive. 

Learn more about t… https://t.co/1MPSgKml05"
Fender,12/2/2018 22:00,"Inspired by @alberthammondjr's new Signature Strat? Play just like The Strokes by learning ""Last Nite"" on… https://t.co/J454CWt6Xo"
Fender,12/2/2018 20:00,"This Guitar + That Amp? = How does it sound? 

Check out a few Fender pairings here: 

https://t.co/cJGt0HCf43 https://t.co/uMx7PXSgtH"
Fender,12/2/2018 20:00,"Check out this beautiful Telecaster from the Fender Custom Shop. What would you name it if it were yours?

Repost:… https://t.co/F4U26xlZbU"
Fender,12/2/2018 1:00,Happy birthday to @foofighters bassist Nate Mendel! https://t.co/2CtmqchzWe
Fender,12/1/2018 20:00,#Straturday dreamin' with this Squier Contemporary Series Stratocaster. https://t.co/xJrmV1TGbS
Fender,12/1/2018 18:00,Who else is celebrating new gear? https://t.co/1QEaQTL4EO
Fender,11/30/2018 20:00,"Take a look at the history of the Fender Champ. 

https://t.co/t1TxQrqZs2 https://t.co/Zp7SsFeDgW"
Fender,11/30/2018 19:38,RT @HANAtruly: thank u @fender for the cotton candy telecaster of my dreams!!!!!!!! she’s not leaving my arms lol https://t.co/EYcHpwrCmE
Fender,11/30/2018 16:00,"When we designed the Albert Hammond Jr Signature Series Stratocaster, ""I wanted a new generation of guitar player t… https://t.co/u10vy0yFua"
Fender,11/30/2018 1:01,Remembering @GeorgeHarrison today. (1943-2001) https://t.co/cF10H9pVQk
Fender,11/29/2018 21:47,RT @muerdekeroyo: #guitar @Fender Custom Shop 2017 Artisan Series Spalted Maple https://t.co/stBTMsG9tA
Fender,11/29/2018 20:00,"This Burgundy Mist Ukulele has us longing for summer. 

Learn more here: https://t.co/1rZSQwdAAv https://t.co/c9vBMgx36z"
Fender,11/29/2018 19:20,RT @FEMMEHQ: Plottin’ at @fender HQ. ❤️ https://t.co/9FjMAko2Pi
Fender,11/29/2018 17:58,@kjordan31 🎸🤘😎
Fender,11/29/2018 17:57,RT @davidand393: The @Fender guitar given to @Werner at #reInvent Very cool! https://t.co/jmGszbM9en
Fender,11/29/2018 17:54,@Foominaut 😂
Fender,11/29/2018 17:00,Revel in a truly unique bass hybrid that combines elements from Precision and Jazz bass models. The ’51 Telecaster… https://t.co/SDlt0obJ4k
Fender,11/28/2018 22:00,RT @themailboxes: thank u @fender 😍 can’t wait to tour with my new rig next year ✨ https://t.co/qUMfuU07sF
Fender,11/28/2018 20:00,"This California Series Redondo headstock is inviting you to #PlaySomethingDifferent.

Learn more here:… https://t.co/6kx8xN2R1b"
Fender,11/28/2018 16:00,"Take a listen to two new acoustic models for the Mustang GT. Acoustic Simulator and Acoustasonic. 

Learn more abou… https://t.co/7Lzkbhe9gD"
Fender,11/27/2018 22:00,RT @troycassardaley: @Fender perfection that stands the test of time. https://t.co/FoF8FQGKWb
Fender,11/27/2018 21:48,RT @muerdekeroyo: #guitar @Fender Custom Shop Yuriy Shishkov Masterbuilt Defender #Telecaster https://t.co/DMnYz5AEdE
Fender,11/27/2018 20:00,"Pick or no pick? That is the question!

https://t.co/AZCgS6DAso https://t.co/YsheGoOLmi"
Fender,11/27/2018 17:07,@SiggySour @BadBradjams Check out the new finish here: https://t.co/Y7K6K868To
Fender,11/27/2018 16:00,.@JimiHendrix brought shades of Ultra Violet to the forefront of culture as a symbol of personal expression and art… https://t.co/sPhAQBdb7E
Fender,11/26/2018 19:00,Give an aspiring musician you know access to hundreds of songs. Gift an annual Fender Play Plan for the holidays an… https://t.co/kB3DGJ03jh
Fender,11/26/2018 16:01,.@AliShaheed and @AdrianYounge took lessons from their experience producing Hip-Hop and transposed those ideas to l… https://t.co/Hka8wGIiKX
Fender,11/25/2018 20:00,What's headroom? Take a few minutes to learn about the term used to describe how much power your amp can provide be… https://t.co/MUcK6e5i9H
Fender,11/25/2018 16:00,How cool is this Paisley Strat? #FenderCustomShop https://t.co/fqIVgLUWFp
Fender,11/24/2018 21:49,RT @eddiejurevics: 💓💓💓@Fender https://t.co/Be4m8gYk5t
Fender,11/24/2018 20:00,Anna and Jules of #GoodPashBand show off their guitars at the Girls Rock! Sydney fundraiser last month to give yout… https://t.co/jKgmkj9iud
Fender,11/24/2018 19:01,"RT @premierguitar: #NewGear - @Fender announces the Albert Hammond Jr signature model, which is a reproduction of Hammond Jr’s prized 1985…"
Fender,11/24/2018 16:00,"From Elvis to Death Cab, Fender's obscure semi-hollow model grabs the spotlight. Check out nine moments where the F… https://t.co/3ksnjfZGLg"
