handle,time,tweet
gibsonguitar,6/12/2017 20:44,"Give Dad the gift of Gibson gear this #FathersDay.
https://t.co/rZpS0ReOKW https://t.co/6sH4vFhwna"
gibsonguitar,6/2/2017 13:57,Gibson Guitar Greats: Ron Wood https://t.co/oI9w3oUyhe
gibsonguitar,6/1/2017 15:50,A historic mash-up of colors and character https://t.co/Phpar6P9fp https://t.co/Burnbv5TqC
gibsonguitar,5/29/2017 15:09,"This Week in Rock History, May 29 – June 4 https://t.co/NH1Un55fuC"
gibsonguitar,5/28/2017 15:19,Modern design with traditional vibe for optimum performance. https://t.co/eXXOvdIkr3 https://t.co/CG15kvUx2Q
gibsonguitar,5/26/2017 13:13,New Limited Editions https://t.co/bR5Tc2Slxy https://t.co/tDQtcbesyr
gibsonguitar,5/22/2017 15:33,"This Week in Rock History, May 22 – May 28 https://t.co/5c65u9nVLJ"
gibsonguitar,5/17/2017 15:07,New Limited Edition: ES-335 1970s Walnut https://t.co/0eOoavVpzT https://t.co/jPcx5MOQn3
gibsonguitar,5/3/2017 14:55,"This Week in Rock History, May 1 - May 7 https://t.co/wXdGaLIxDl"
gibsonguitar,4/30/2017 16:47,10 Guitar Greats Who Tend to Get Overlooked https://t.co/i1AwL2QRjp
gibsonguitar,4/25/2017 14:18,"This Week in Rock History, April 24 – April 30 https://t.co/kQfEyHr990"
gibsonguitar,4/22/2017 18:34,"The White Stuff: ES-330, ES-345 and ES-355 from Gibson Memphis https://t.co/qfuplWfiSg https://t.co/6wAKrEQJv8"
gibsonguitar,4/21/2017 3:49,Don't miss @kirklloyd on @FallonTonight playing a very special Les Paul and helping bring music to schools with… https://t.co/qyN7jXlSJa
gibsonguitar,4/19/2017 14:22,Meet the Newest Members of the Rock and Roll Hall of Fame https://t.co/SjLPuPj4Oz
gibsonguitar,4/18/2017 15:55,"This Week in Rock History, April 17 – April 23 https://t.co/3yhfjTDO4k"
gibsonguitar,4/14/2017 19:26,Rainbow Nation: Gibson Guitars’ World of Colors https://t.co/syWdWTGzLe https://t.co/vfZLxZs7o0
gibsonguitar,4/13/2017 21:23,In the Limelight: the Alex Lifeson ES-Les Paul https://t.co/TZqnxZ8sQc https://t.co/YhW8ckDVna
gibsonguitar,4/10/2017 19:07,"This Week in Rock History, April 10 – April 16 https://t.co/JpUChPmCBi"
gibsonguitar,4/4/2017 20:12,Gibson Memphis honors Alex Lifeson of @Rushtheband with the popular new Les Paul-meets-ES-335 hybrid. https://t.co/JWF6hDuwcH
gibsonguitar,4/4/2017 15:50,"Remembering the great Gary Moore

Photo: Sam Scott-Hunter https://t.co/uTczDSmdER"
gibsonguitar,4/3/2017 17:44,"This Week in Rock History, April 3 – April 9 https://t.co/pMmRsA4YkT"
gibsonguitar,3/31/2017 15:14,"Happy Birthday, Angus Young
Photo: Steve Huff https://t.co/Kwj7YtWlhc"
gibsonguitar,3/30/2017 18:29,Great Gibson Guitars: The SJ-200 https://t.co/94y6giAycx https://t.co/SuLnyiUOaF
gibsonguitar,3/28/2017 7:30,"This Week in Rock History, March 27 – April 2 https://t.co/ONN78QCSDf"
gibsonguitar,3/27/2017 15:09,Introducing the Les Paul freelancer by @raymondweil https://t.co/Z8t9fxBG9R
gibsonguitar,3/21/2017 16:59,Chuck Berry: Remembering Rock Guitar’s Primary Architect https://t.co/TNMkCfLROE
gibsonguitar,3/20/2017 16:21,"This Week in Rock History, March 20 – March 26 https://t.co/veANHeZ7s0"
gibsonguitar,3/19/2017 3:50,"Thank you for everything, Chuck. Your legend will live on forever. Rest In Peace. https://t.co/4XAFnbkS6T"
gibsonguitar,3/18/2017 0:39,"RT @UMPG: #NowPlaying: ""Rebel Heart"" @TheShelters at our #UMPGatSXSW showcase! @gibsonguitar #SongwritersFirst #GibsonSXSW https://t.co/mmJ…"
gibsonguitar,3/17/2017 22:32,Keep up with all of our @sxsw adventures. #GibsonSXSW https://t.co/t4bUtPOfdd
gibsonguitar,3/15/2017 20:38,"RT @TheHouseOfSongs: We're at @gibsonguitar today &amp; will be sharing w you great acts from Taiwan, Australia &amp; India
#GibsonSXSW #THOSsxsw h…"
gibsonguitar,3/15/2017 19:59,RT @wearejimandsam: Spent the morning playing for the amazing people at the @gibsonguitar showroom in Austin. Show 1 of 3 today.  #gibsonsx…
gibsonguitar,3/15/2017 14:50,Ben Dickey channeling the great Blaze Foley. 🙌#gibsonsxsw #sxsw  #blazefoley #blaze #ethanhawke https://t.co/O9fFAIPh79
gibsonguitar,3/14/2017 20:25,"RT @brandyzdan: ICYMI: hung out on the Gibson bus and sang a Whitney Houston song. #sxsw   #GibsonSXSW 🤘🏻
https://t.co/3Zsoj6BhDh"
gibsonguitar,3/14/2017 20:04,RT @EmilyWolfeMusic: 1 show down. 4 to go! @sxsw Style Kickoff presented by @gibsonguitar &amp; @neimanmarcus photo by @El_Ojo_Photo #sxsw #Gib…
gibsonguitar,3/14/2017 16:28,Gibson Guitar Greats: Tom Scholz https://t.co/yeIUHoGpB9
gibsonguitar,3/14/2017 8:15,"This Week in Rock History, March 13 – March 19 https://t.co/exBsbjEntK"
gibsonguitar,3/13/2017 20:56,Can't be @sxsw this year?  Follow #GibsonSXSW &amp; check out https://t.co/h9gadXF95a to feel like you're right there w… https://t.co/5TUzU37NKH
gibsonguitar,3/12/2017 19:46,...three chords and the truth @SXSW Songs International Songwriter Camp  @ArlynStudios #GibsonSXSW #SXSW https://t.co/YlpqTIY4cz
gibsonguitar,3/12/2017 17:35,Looking Haute at the New Style of Sound fashion show &amp; artist showcase in collaboration w/ @neimanmarcus &amp; @sxsw… https://t.co/ojGFTMOwgL
gibsonguitar,3/11/2017 16:30,Making our mark @sxsw #GibsonSXSW https://t.co/kH0qyXLY1e
gibsonguitar,3/10/2017 0:53,Red Carpet ready @austinfilm Texas Film Awards 2017 #SXSWFilm #AFS #GibsonSXSW https://t.co/ehYMOZk3S3
gibsonguitar,3/9/2017 21:44,"We are in the capital of Texas for #SXSW supporting all things Music, Film, and Fashion. Follow along with… https://t.co/0eVxu6MLVY"
gibsonguitar,3/9/2017 16:52,"Get to Know Ace Frehley: Favorite KISS Song, Cool Photos and More https://t.co/zYCObNe2Hh"
gibsonguitar,3/8/2017 21:07,RT @lifeisbeautiful: Was a pleasure having you in #DTLV @gibsonguitar @MrJacobBanks https://t.co/U7vrAHWrUu
gibsonguitar,3/8/2017 20:34,@MrJacobBanks is on the road to @sxsw. Follow his journey in collaboration with @Interscope here. #GibsonSXSW https://t.co/xzGfbjFsib
gibsonguitar,3/7/2017 18:10,Hitting New Highs: the Gibson 2017 Les Paul Standard https://t.co/dwPy4MhE66 https://t.co/1afN7vCf1z
gibsonguitar,3/6/2017 22:31,RT @MrJacobBanks: Doing road with @gibsonguitar over the next couple of days https://t.co/DRixaMCpir
gibsonguitar,3/6/2017 17:46,"This Week in Rock History, March 6 – March 12 https://t.co/gnDzwRMXVg"
gibsonguitar,3/4/2017 19:01,Larry Carlton's legendary '69 ES-335 at the Gibson Memphis factory. Our Mad Scientist Jim is replacing some lost fr… https://t.co/XIFtzqUkiP
gibsonguitar,3/1/2017 15:56,The endlessly classic Les Paul Standard from the Gibson USA New 2017 Model Year is available with Traditional or Hi… https://t.co/vuI8LRrMsk
gibsonguitar,2/27/2017 17:54,"This Week in Rock History, February 27 – March 5 https://t.co/PkvxhQP0GQ"
gibsonguitar,2/26/2017 16:54,Kenny Wayne Shepherd and Mike Dimkich from Bad Religion discussing the iconic SG Standard from the Gibson USA New 2… https://t.co/7g3TCaGxqc
gibsonguitar,2/23/2017 16:18,The Gibson Explorer: The Legacy Continues https://t.co/d07jd4Y4Xc https://t.co/RqSIW1OMyr
gibsonguitar,2/22/2017 17:02,RT @musiciansoncall: Always a good day when MOC friend @dariusrucker makes some #MOCMoments for patients at @NorthwellHealth! https://t.co/…
gibsonguitar,2/21/2017 8:33,"This Week in Rock History, February 20 – February 26 https://t.co/o3TkEMAMZO"
gibsonguitar,2/19/2017 15:12,"Happy Birthday Tony Iommi

Photo: Dean Fardell https://t.co/w7X5Dck0B9"
gibsonguitar,2/17/2017 17:32,Happy Birthday @BJAofficial https://t.co/ELxLtcKIKm
gibsonguitar,2/16/2017 18:05,Ozzy Osbourne to Perform “Bark at the Moon” During Solar Eclipse https://t.co/zhjgIbvWNR
gibsonguitar,2/15/2017 18:12,Happy Birthday @GaryClarkJr https://t.co/cbwYQHcNUe
gibsonguitar,2/14/2017 22:39,"To all you love-lost poets, don't get distracted this #valentinesday2017 https://t.co/LqevxeCUXb @_Brendonsmall @marcmaron @thebrianposehn"
gibsonguitar,2/14/2017 17:24,Love is in the Air: The 10 Greatest Valentine’s Day Instrumentals https://t.co/6fv9qJW6Ib
gibsonguitar,2/14/2017 8:01,"This Week in Rock History, Feb. 13 – Feb. 19 https://t.co/v5ByQQHnhP"
gibsonguitar,2/11/2017 13:36,"Happy Birthday @SherylCrow 

Photo: Chris Hudson Photography https://t.co/JrmderfKjH"
gibsonguitar,2/9/2017 17:27,Gibson Guitar Greats: Grant Green https://t.co/WOVVCy0EEL
gibsonguitar,2/9/2017 1:59,RT @memphisopen: The coolest trophy in tennis 🎸 🏆 @gibsonguitar https://t.co/vXXnJRKuTj
gibsonguitar,2/8/2017 15:47,10 Champions of the Gibson EB Bass https://t.co/rTBTxRjosi
gibsonguitar,2/7/2017 16:20,10 All-Star Tips For Improving Your Guitar Skills https://t.co/a0lDtWUXPg
gibsonguitar,2/6/2017 18:25,"This Week in Rock History, Feb. 6 – Feb. 12 https://t.co/eUr1own53H"
gibsonguitar,2/2/2017 16:41,2017 Gibson Les Paul Studio vs Les Paul Standard https://t.co/8LnOGfLEih https://t.co/DfTtDqnMQ9
gibsonguitar,1/30/2017 16:18,"This Week in Rock History, January 30 – February 5 https://t.co/Z2dJz0Bme5"
gibsonguitar,1/28/2017 13:17,Small is Beautiful: Gibson Mini-Humbuckers https://t.co/lRY7oAypSR https://t.co/4wS5t443Vx
gibsonguitar,1/27/2017 17:55,"""Four Guys at a Guitar Shop"" Episode 2 created by @_Brendonsmall feat. @marcmaron @thebrianposehn #JohnEnnis https://t.co/0YUTrsDOz9"
gibsonguitar,1/26/2017 16:39,From the Vault: 10 Wild and Wonderful Vintage Gibson Ads https://t.co/6vn5qkTBBK https://t.co/90hgldasBG
gibsonguitar,1/24/2017 16:20,"This Week in Rock History, January 23 – January 29 https://t.co/E7WInSIBjn"
gibsonguitar,1/22/2017 21:05,4th and final day of #NAMM  Thanks for jamming with us. #GibsonNAMM2017 https://t.co/4sxx242EWX
gibsonguitar,1/22/2017 2:09,#NAMM day 3 ✔️ See you tomorrow. #GibsonNAMM2017 https://t.co/fvEoqKkduh
gibsonguitar,1/22/2017 0:01,"Talkin' shop with the guys from ""Four Guys at a Guitar Shop"" #GibsonNAMM2017 https://t.co/ohSIDshgqO"
gibsonguitar,1/21/2017 18:23,Welcome to #NAMM day 3. Let's rock. #GibsonNAMM2017 https://t.co/jaib7rEGjL
gibsonguitar,1/21/2017 2:31,Day 2 of NAMM is done. Come see us tomorrow! #GibsonNAMM2017 https://t.co/aiVCP3a9Yu
gibsonguitar,1/20/2017 23:00,Thanks to @tommy_thayer of @KISSOnline for stopping by and hanging out with fans at #GibsonNAMM2017 https://t.co/krv2C68J8S
gibsonguitar,1/20/2017 18:41,#NAMM day 2. Come and join us. #GibsonNAMM2017 https://t.co/NteIgXWOxu
gibsonguitar,1/20/2017 4:08,Day 1 of #NAMM2017 is a wrap. #GibsonNAMM2017 https://t.co/HhERUfuOVo
gibsonguitar,1/20/2017 2:05,The talented @temecularoad kicking off day 1 of #NAMM #GibsonNAMM2017 https://t.co/flkCdIe638
gibsonguitar,1/19/2017 23:45,Winter (#NAMM) is coming. #GibsonNAMM2017 #gameoftones https://t.co/WeJ8Do5JuU
gibsonguitar,1/19/2017 20:09,Welcome to #NAMM. #GibsonNAMM2017 https://t.co/eXp7Ev2TH4
gibsonguitar,1/19/2017 19:35,Introducing the 2017 Gibson USA New Model Year. #GibsonNAMM2017 #NAMM https://t.co/ewBoG0CX77
gibsonguitar,1/19/2017 18:48,RT @_Brendonsmall: I'll be at #namm2017  1/21 @gibsonguitar booth talking about this ridiculous project and… https://t.co/s95mxyKzQ5
gibsonguitar,1/19/2017 3:09,"https://t.co/ChjLfehrzi

""Four Guys at a Guitar Shop"" created by @_Brendonsmall feat. @marcmaron @thebrianposehn #JohnEnnis #GibsonNAMM2017"
gibsonguitar,1/17/2017 22:21,The shop opens tomorrow. #GibsonNAMM2017 @_Brendonsmall @marcmaron @thebrianposehn #JohnEnnis https://t.co/f0L1st96Q1
gibsonguitar,1/16/2017 16:58,"This Week in Rock History, Jan. 16 – Jan. 22 https://t.co/sIhEGI3RPB"
gibsonguitar,1/14/2017 17:50,"Happy Birthday, Caleb Followill! https://t.co/6S2FPAVRB1"
gibsonguitar,1/14/2017 16:52,"Happy Birthday, Dave Grohl! https://t.co/6F4rwSWmL7"
gibsonguitar,1/12/2017 16:13,Gibson 2017: New Model Preview https://t.co/5H4cyjEJSM
gibsonguitar,1/12/2017 8:12,Top 10 https://t.co/Uz7CR8hmzJ Interviews of 2016 https://t.co/iDIRaevCes
gibsonguitar,1/9/2017 17:43,"Happy Birthday, @JimmyPage 

Photo: Neil Zlozower https://t.co/fL7taxspRQ"
gibsonguitar,1/9/2017 16:17,"This Week in Rock History, January 9 – January 15 https://t.co/9qL3n8R1Yo"
gibsonguitar,1/9/2017 3:51,The Renegade atop his throne. #GameOfTones #GibsonCES2017 #CES2017 https://t.co/ruZvuuwhiq
gibsonguitar,1/8/2017 18:54,Winding down #CES2017 with @SantiagoLaRo1 @DiegoLaRochelle and the gang #GibsonCES2017 https://t.co/ubVAxp9gEo
gibsonguitar,1/7/2017 19:09,"Day 3 of #CES2017 is a go. @sophiaradisch01 kicking it off #LIVE on @YouTube #GibsonCES2017 
https://t.co/vZUVxA8X6m"
gibsonguitar,1/7/2017 1:10,Bringing the #NewStyleofSound to #CES with @genart #GibsonCES2017 https://t.co/5323C32FFw
gibsonguitar,1/7/2017 0:25,RT @SeanFOX5: #CES2017: @RyanMaloney1981 performing at the #GibsonBrandsExperience at @CES! @nbcthevoice #GibsonCES2017 https://t.co/bVtDFH…
gibsonguitar,1/6/2017 19:12,"Day 2 at #CES and we are LIVE! Join us for all of the entertainment and action #GibsonCES2017

https://t.co/PcvQn34MyQ"
gibsonguitar,1/6/2017 2:30,Dave Amato of REO Speedwagon closing out day 1 of #CES. Join us tomorrow for more entertainment! #GibsonCES2017 https://t.co/F73MgVQSQq
gibsonguitar,1/5/2017 23:22,"Check out a 360 live stream of all performances and entertainment @ #CES here. #GibsonCES2017 

https://t.co/ZvVl6jASuO"
gibsonguitar,1/5/2017 22:44,RT @SeanFOX5: #CES2017: Getting a look at the #NewStyleofSound fashion show at the #GibsonBrandsExperience! #GibsonCES2017 https://t.co/ZVe…
gibsonguitar,1/5/2017 20:39,At #CES? Come find our tent in the Central Plaza and experience the new style of sound. #GibsonCES2017 https://t.co/NSKqFnYcXf
gibsonguitar,1/5/2017 18:00,RT @alyssadeitsch: Guitars on guitars on guitars 🎸 Come and play at #GibsonCES2017 #CES #CES2017 https://t.co/qnsjJrnw88
gibsonguitar,1/5/2017 17:42,We are live in Vegas for #CES! Follow along at https://t.co/AHtIkrA8r8 and #GibsonCES2017 https://t.co/YhGSbXuS0N
gibsonguitar,1/5/2017 16:37,17 New Year Guitar Resolutions https://t.co/7ZCCyRQMxa https://t.co/mrWa2bxCQU
gibsonguitar,1/3/2017 18:59,RT @CustomGibson: SG Standard VOS in Faded Cherry w Maestro. Get it at #themusiczoo https://t.co/QFrrqkk9Q3
gibsonguitar,12/29/2016 18:55,Check out the @gibsonacoustic 2017 lineup here: https://t.co/ql5bJ0Kwf6 https://t.co/xpYEaThVV6
gibsonguitar,12/27/2016 19:05,"This Week in Rock History, Dec. 26 – Jan. 1 - https://t.co/TVyKtyJHf8 #GibsonGuitar"
gibsonguitar,12/24/2016 14:47,Happy holidays! #GibsonGuitar https://t.co/KWXuiSn6wW
gibsonguitar,12/22/2016 18:34,10 Albums That Changed Rock Guitar - https://t.co/cQRqzRRb0B #GibsonGuitar
gibsonguitar,12/20/2016 18:32,"This Week in Rock History, December 19 – December 25 
https://t.co/JTtjQVbB1E"
gibsonguitar,12/19/2016 21:16,Merry Metal Music Christmas! https://t.co/HcZS6KYUnC
gibsonguitar,12/17/2016 14:03,RT @CustomGibson: LP Custom Aged in Oxblood &amp; '57 Black Beauty. Get them at #chicagomusicexchange https://t.co/JfwEMT7EUG
gibsonguitar,12/16/2016 19:38,Happy birthday @BillyFGibbons ! https://t.co/s2m9pvdJ4v
gibsonguitar,12/12/2016 19:55,"This Week in Rock History, December 12 - 18
https://t.co/enhda9IthB"
gibsonguitar,12/5/2016 18:36,"Interview: The Pretty Reckless Guitarist Ben Phillips Talks ES-335s, New Album - https://t.co/CsPXE0BVpc"
gibsonguitar,11/30/2016 16:03,RT @MusiCares: This #GivingTuesday we're featuring one-of-a-kind memorabilia! Join the giving movement tomorrow: https://t.co/idIqmXZeHE ht…
gibsonguitar,11/30/2016 16:03,RT @GRAMMYFdn: We’re partnering w/ @eBay this #GivingTuesday to feature once-in-a-lifetime experiences! Join the movement &amp; give: https://t…
gibsonguitar,11/29/2016 14:59,"This Week in Rock History, Nov. 28 – Dec. 4 - https://t.co/PyNJjTL6oq"
gibsonguitar,11/25/2016 17:12,"""These are amazing guitars"". Created by @CustomGibson and @MarkKnopfler #markknopflersignature #lespaul… https://t.co/mmkhyn0wm8"
gibsonguitar,11/23/2016 18:53,"""It sounded so good and played so well I used it straight away on a recording session"" #markknopflersignature… https://t.co/qWcznS0CSx"
gibsonguitar,11/22/2016 17:00,"This Week in Rock History, November 21 - 27 - https://t.co/eTiTk3aPgq"
gibsonguitar,11/21/2016 18:29,"""There's nothing wrong with waiting for the good things in life"" - @MarkKnopfler @CustomGibson '58 Les Paul… https://t.co/N8ddfsFqXQ"
gibsonguitar,11/20/2016 19:07,Today @samashmusic Hollywood! #comeinandplay #gibsontestdrive @gibsonguitar @gibsonacoustic https://t.co/MewEQ86KFd
gibsonguitar,11/20/2016 16:04,Only 50 Hand-signed. The @CustomGibson @MarkKnopfler '58 Les Paul - Aged and Signed #markknopflersignature #lespaul… https://t.co/04pVuEuLXB
gibsonguitar,11/18/2016 19:35,Introducing the @CustomGibson​ @MarkKnopfler '58 Les Paul - Aged and Signed. Limited to 50 pieces worldwide.… https://t.co/tCEHSuKq1r
gibsonguitar,11/17/2016 16:42,Coming soon. Created by @CustomGibson and @MarkKnopfler. 50 hand-signed. #markknopflersignature #lespaul… https://t.co/gam9ofaRLx
gibsonguitar,11/14/2016 17:49,"This Week in Rock History, November 14 – November 20 https://t.co/Y3cbH8XwWc"
gibsonguitar,11/11/2016 21:44,“The 335 Was A Masterstroke!” New Book Charts the History of a Gibson Classic https://t.co/lDmXqv23FR https://t.co/3HCGlODxCp
gibsonguitar,11/9/2016 22:29,"Now @GuitarCenter Fountain Valley CA! John here is now owns a 2017 LP Standard Blueberry Burst!
#GibsonTestDrive https://t.co/GaN4vENfIE"
gibsonguitar,11/9/2016 20:16,"The #GibsonTestDrive is happening now! Check out the new 2017 Gibson USA and Acoustic guitars at a store near you! 
https://t.co/IOCv1FgAqU"
gibsonguitar,11/9/2016 18:14,U2's Edge on His Love for the Gibson Explorer and Les Paul https://t.co/ImRLpgt10g
gibsonguitar,11/8/2016 7:52,"This Week in Rock History, November 7 - 13 https://t.co/Wj7qA2MTsR"
gibsonguitar,11/4/2016 15:19,U2’s Edge Wins Gibson Les Paul Award https://t.co/ImRLpgt10g
gibsonguitar,11/1/2016 16:12,"Dylan ""Speechless"" From Nobel Prize Win https://t.co/iV46u1Wmod"
gibsonguitar,10/31/2016 16:09,"This Week in Rock History, October 31 – November 6 https://t.co/rNvYtqUt2O"
gibsonguitar,10/30/2016 14:18,What are Joe Bonamassa’s Weaknesses? He Tells You! https://t.co/eECqImZpul
gibsonguitar,10/24/2016 17:10,"This Week in Rock History, October 24 - 30 https://t.co/Kpfee5hs4M"
gibsonguitar,10/22/2016 17:14,#GibsonQuest #Nashville WE HAVE A WINNER!!! Congrats Max owner of a new 2017 Gibson Les Paul!! #GibsonQuestNashville https://t.co/R1WVP8fzXj
gibsonguitar,10/22/2016 17:01,#GibsonQuest #Nashville CLUE 1: North side of Nashville near the Cumberland River. #GibsonQuestNashville Password:… https://t.co/mjsYgB868f
gibsonguitar,10/22/2016 16:23,#GibsonQuest #NYC WE HAVE A WINNER!!! Congrats Jerry owner of a new 2017 Gibson Les Paul!! #GibsonQuestNYC https://t.co/nJJOFYxkYZ
gibsonguitar,10/22/2016 16:04,#GibsonQuest #NYC CLUE 1: Your quest will begin in Greenwich Village. #GibsonQuestNYC Password: Downtown https://t.co/IWM0cOKjqn
gibsonguitar,10/21/2016 18:04,#GibsonQuest #Nashville WE HAVE A WINNER!!! Congrats Kurt won a new 2017 Gibson Les Paul!! Found us at RCA Studio A… https://t.co/B143XE4kBF
gibsonguitar,10/21/2016 17:51,#GibsonQuest #Nashville CLUE 2: Many have contributed to the sound of Nashville at this historic spot.… https://t.co/Jml1D89SvL
gibsonguitar,10/21/2016 16:53,#GibsonQuest #NYC WE HAVE A WINNER!!! Congrats Dave owner of a new 2017 Gibson Les Paul!! #GibsonQuestNYC https://t.co/KEGA67DHPw
gibsonguitar,10/21/2016 16:53,#GibsonQuest #Nashville CLUE 1: Country music life line. Password: Record #GibsonQuestNashville https://t.co/gBP1H1CJSR
gibsonguitar,10/21/2016 16:53,#GibsonQuest #DC WE HAVE A WINNER!!! Congrats Justin owner of a new 2017 Gibson Les Paul!! #GibsonQuestDC https://t.co/kX9uAUTQAT
gibsonguitar,10/21/2016 16:02,#GibsonQuest #NYC CLUE 1: Your quest will begin in Chelsea. Password: Traditional #GibsonQuestNYC https://t.co/KCFDxQhx6S
gibsonguitar,10/21/2016 16:00,"#GibsonQuest #DC CLUE 1: Your quest will begin in the Dupont Circle neighborhood of Washington, DC. #GibsonQuestDC… https://t.co/DvGuE1EZO9"
gibsonguitar,10/21/2016 14:41,Scott picked up his High Performance Les Paul Studio today! 3rd winner of the #GibsonQuestMiami #GibsonQuest #Miami… https://t.co/PQ6GcPLHON
gibsonguitar,10/20/2016 18:19,#GibsonQuest #Nashville WE HAVE A WINNER!!! Congrats Nick owner of a new 2017 Gibson Les Paul!!… https://t.co/bX1otTTQ9E
gibsonguitar,10/20/2016 18:01,#GibsonQuest #Nashville CLUE 2: 24 hour TV entertainment and Nashville’s new home. #GibsonQuestNashville https://t.co/DikAh3oni1
gibsonguitar,10/20/2016 17:42,#GibsonQuest #DC WE HAVE A WINNER!!! Congrats Brandon owner of a new 2017 Gibson Les Paul!! #GibsonQuestDC https://t.co/qeP8Wt6O6G
gibsonguitar,10/20/2016 17:01,#GibsonQuest #Nashville CLUE 1: Your quest begins off Broadway in the heart of Nashville. Password: Boots… https://t.co/cHgQAKiRsX
gibsonguitar,10/20/2016 17:00,"#GibsonQuest #DC CLUE 2: This property has hosted Presidents, musicians, entertainers… and even ghosts!… https://t.co/i52GK8yppn"
gibsonguitar,10/20/2016 16:25,#GibsonQuest #NYC WE HAVE A WINNER!!! Congrats Evan owner of a new 2017 Gibson Les Paul!! #GibsonQuestNYC https://t.co/Kdgz9D3jwa
gibsonguitar,10/20/2016 16:02,#GibsonQuest #NYC CLUE 1: Your quest will begin in Midtown West. Password: Spectacular #GibsonQuestNYC https://t.co/6c9zfGZabU
gibsonguitar,10/20/2016 16:00,"#GibsonQuest #DC CLUE 1: Your quest will begin in the Woodley Park neighborhood of Washington, DC. #GibsonQuestDC P… https://t.co/8iyeINB0Pe"
gibsonguitar,10/19/2016 18:10,#GibsonQuest #Austin WE HAVE A WINNER!!! Congrats Matt owner of a new 2017 Gibson Les Paul!! #GibsonQuestAustin https://t.co/jLWcl7tgnU
gibsonguitar,10/19/2016 18:02,#GibsonQuest #Miami CLUE 3: The best live music venue in Broward County. #GibsonQuestMiami https://t.co/aUkNNLTXVg
gibsonguitar,10/19/2016 18:01,#GibsonQuest #Austin CLUE 2: Go West Young Man… or Woman. #GibsonQuestAustin https://t.co/ExI4DSja6X
gibsonguitar,10/19/2016 17:02,#GibsonQuest #Miami CLUE 2: You can try your luck at blackjack or have a drink by the pool. #GibsonQuestMiami https://t.co/XeQRUQhVlo
gibsonguitar,10/19/2016 17:01,#GibsonQuest #Austin CLUE 1:  Historic street that runs in the heart of Austin's entertainment District. Password:… https://t.co/Vp4HX3mi48
gibsonguitar,10/19/2016 16:29,#GibsonQuest #NYC WE HAVE A WINNER!!! Congrats Kate owner of a new 2017 Gibson Les Paul!! #GibsonQuestNYC https://t.co/IqxjzenATS
gibsonguitar,10/19/2016 16:03,#GibsonQuest #NYC CLUE 1: Your quest will begin in the Theatre District. Password: Rock #GibsonQuestNYC https://t.co/SqJnSuXGuY
gibsonguitar,10/19/2016 16:01,"#GibsonQuest #Miami CLUE 1: It’s a famous city name, but not the one in California. Password: Live #GibsonQuestMiami https://t.co/G9JYfpsaez"
gibsonguitar,10/18/2016 19:31,#GibsonQuest #Miami WE HAVE A WINNER!!! Congrats Katherina owner of a new 2017 Gibson Les Paul!! #GibsonQuestMiami https://t.co/476yYEH1pv
gibsonguitar,10/18/2016 19:24,#GibsonQuest #SanAntonio WE HAVE A WINNER! Congrats to Brent!! He won a new 2017 Gibson Les Paul… https://t.co/OieW4weMpc
gibsonguitar,10/18/2016 19:04,#GibsonQuest #Miami CLUE 4: Fly the friendly skies venue. #GibsonQuestMiami https://t.co/XhCp6gyfyY
gibsonguitar,10/18/2016 19:00,"#GibsonQuest #SanAntonio CLUE 3: Shop, have a drink or stay the night. #GibsonQuestSanAntonio https://t.co/r9GR1j68nD"
gibsonguitar,10/18/2016 18:04,#GibsonQuest #Miami CLUE 3: It’s where you can find Pat Riley’s office. #GibsonQuestMiami https://t.co/ozHAIz3qDw
gibsonguitar,10/18/2016 18:03,#GibsonQuest #Austin WE HAVE A WINNER! Congrats to Drew!! He won a new 2017 Gibson Les Paul #GibsonQuestAustin https://t.co/avM4Xi06Dz
gibsonguitar,10/18/2016 18:02,#GibsonQuest #Austin CLUE 2:  Eventually Kenny told me to quit that and concentrate on music. #GibsonQuestAustin https://t.co/mQIdxpeEfT
gibsonguitar,10/18/2016 18:00,#GibsonQuest #SanAntonio CLUE 2: I was once a Brewhouse in the 19th Century.  I now have a girl's name.… https://t.co/xDYvY9BUsL
gibsonguitar,10/18/2016 17:04,#GibsonQuest #Miami CLUE 2: You can wave to the cruise ships from our balconies. #GibsonQuestMiami https://t.co/WhUmKNqaYz
gibsonguitar,10/18/2016 17:02,"#GibsonQuest #Austin CLUE 1:  At my other location I was a Gulf, but that was 83 years ago. Password: Armadillo… https://t.co/TM8vmiBj1D"
gibsonguitar,10/18/2016 17:01,#GibsonQuest #SanAntonio CLUE 1: The name of the area is a jewel cultivated in an oyster. Password: Who's Emma… https://t.co/KJWbiwXljr
gibsonguitar,10/18/2016 16:01,#GibsonQuest #Miami CLUE 1: This is part of the city by the bay. #GibsonQuestMiami Password: Heat https://t.co/ra7wkVWOzR
gibsonguitar,10/17/2016 20:28,#GibsonQuest #LasVegas WE HAVE A WINNER! Congrats to John!! He won a new 2017 Gibson Les Paul #GibsonQuestVegas https://t.co/5VDzrDXsLX
gibsonguitar,10/17/2016 20:00,"#GibsonQuest #LasVegas CLUE 2: Quit monkeying around in the Big Apple and move to your west, but please… east of I-… https://t.co/9hyxAm79lV"
gibsonguitar,10/17/2016 19:01,"#GibsonQuest #LasVegas CLUE 1: From Egypt to Lancelot, start spreading the news….I’m a cab ride away. Password: Ima… https://t.co/tEESkMawZC"
